,architecture,batch_size,convolution_kernel_size,data_total_rows_test,data_total_rows_train,data_total_rows_valid,dropout,fit_best_round,fit_dt_test_duration_seconds,fit_dt_test_end,fit_dt_test_start,fit_dt_train_duration_seconds,fit_dt_train_end,fit_dt_train_start,fit_num_epochs,fit_stopped_epoch1,fit_stopped_epoch2,fit_stopped_epoch3,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,frame_size,layer_1_size,layer_2_size,layer_3_size,model_id,model_param_count,model_weights_path,num_features,path_model,pooling,pretrained_model_name,sequence_length,sequence_model,sequence_model_layers,verbose
418,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,10,2019-01-24 00:45:34,2019-01-24 00:45:23,3144,2019-01-24 00:45:15,2019-01-23 23:52:50,18,5,3,7,0.6351437699680511,0.9476576177830606,0.1292141578653265,0.9355155805119427,0.17324851031283284,"[299, 299]",128,256,128,4149,1263751,,1536.0,/mnt/seals/models/4149/,max,inception_resnet_v2,10.0,GRU,2.0,True
174,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,1,2019-01-24 23:41:02,2019-01-24 23:41:00,2462,2019-01-24 23:41:00,2019-01-24 22:59:57,19,2,9,5,0.6904153354632587,0.97620822619945,0.06128704140286016,0.9354932569421504,0.1737424553502683,"[224, 224]",512,128,256,4936,5345415,,2048.0,/mnt/seals/models/4936/,max,resnet50,10.0,LSTM,1.0,True
2531,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 15:47:07,2019-01-20 15:47:05,288,2019-01-20 15:47:03,2019-01-20 15:42:15,9,1,3,2,0.7035384124960153,0.9710242145569766,0.07021526155811762,0.9354781408051142,0.18811262662029238,"[224, 224]",512,256,512,260,1053447,,512.0,/mnt/seals/models/260/,max,vgg16,3.0,,,True
2752,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,2,2019-01-21 17:51:47,2019-01-21 17:51:45,925,2019-01-21 17:51:42,2019-01-21 17:36:16,19,8,5,3,0.6722983742429072,0.951952379127794,0.1187395158684309,0.9354781387972222,0.16331878647961173,"[224, 224]",256,128,256,1480,855175,,512.0,/mnt/seals/models/1480/,max,vgg16,3.0,LSTM,1.0,True
2892,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,2,2019-01-21 20:02:50,2019-01-21 20:02:47,591,2019-01-21 20:02:45,2019-01-21 19:52:53,15,3,8,1,0.6708133971291865,0.9508715520006118,0.12211354933699421,0.9354601583528459,0.16519233503480082,"[224, 224]",512,128,0,2906,591367,,512.0,/mnt/seals/models/2906/,max,vgg16,5.0,SimpleRNN,1.0,True
204,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,7,2019-01-21 23:14:08,2019-01-21 23:14:00,1187,2019-01-21 23:13:53,2019-01-21 22:54:06,12,5,3,1,0.6917437041759643,0.9653408828621199,0.08453382067677022,0.935455861124335,0.16353560391062882,"[224, 224]",128,128,512,1601,660487,,512.0,/mnt/seals/models/1601/,max,vgg16,3.0,LSTM,2.0,True
486,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,3,2019-01-23 16:17:23,2019-01-23 16:17:19,1119,2019-01-23 16:17:16,2019-01-23 15:58:36,19,9,4,3,0.6526315789473685,0.9632947300930399,0.09266846695322817,0.9354378648762697,0.15691835977388233,"[224, 224]",128,0,0,3709,836871,,2048.0,/mnt/seals/models/3709/,max,resnet50,5.0,GRU,2.0,True
2640,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,13,2019-01-24 05:28:20,2019-01-24 05:28:07,2070,2019-01-24 05:27:55,2019-01-24 04:53:25,15,2,6,4,0.721405750798722,0.9682918237525483,0.07952756349328997,0.9354262697432107,0.16461675244966645,"[224, 224]",256,256,256,4520,920839,,512.0,/mnt/seals/models/4520/,max,vgg16,10.0,LSTM,1.0,True
2039,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,20,2019-01-22 17:08:28,2019-01-22 17:08:07,2560,2019-01-22 17:07:52,2019-01-22 16:25:11,21,1,15,2,0.6354632587859426,0.9570995893191655,0.10599653796662925,0.9354262666129887,0.15999671484006872,"[299, 299]",128,128,128,4179,410887,,1536.0,/mnt/seals/models/4179/,max,inception_resnet_v2,10.0,SimpleRNN,2.0,True
3212,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,10,2019-01-22 04:04:14,2019-01-22 04:04:03,891,2019-01-22 04:03:54,2019-01-22 03:49:03,13,4,3,3,0.6191387559808612,0.9408281830521521,0.14367246923964164,0.935415568348769,0.16269809908039412,"[224, 224]",128,256,0,3642,313479,,2048.0,/mnt/seals/models/3642/,max,resnet50,5.0,SimpleRNN,1.0,True
403,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,1,2019-01-21 19:00:23,2019-01-21 19:00:22,1197,2019-01-21 19:00:20,2019-01-21 18:40:23,28,2,4,19,0.6279885240675804,0.9483569459763731,0.12770011482533206,0.9354112990484041,0.1531285527519561,"[224, 224]",128,512,128,2064,1247239,,2048.0,/mnt/seals/models/2064/,max,resnet50,3.0,LSTM,1.0,True
1116,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,23,2019-01-22 17:15:35,2019-01-22 17:15:12,1879,2019-01-22 17:14:57,2019-01-22 16:43:37,11,1,6,1,0.6434504792332268,0.9327779980595474,0.16268684302221637,0.9354039389813605,0.14767008502806078,"[299, 299]",256,256,512,4003,1905159,,1536.0,/mnt/seals/models/4003/,max,inception_resnet_v2,10.0,SimpleRNN,2.0,True
1414,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,13,2019-01-22 06:07:59,2019-01-22 06:07:46,1452,2019-01-22 06:07:37,2019-01-22 05:43:25,28,6,12,7,0.6468899521531101,0.9557987985935399,0.11170126545840785,0.9353932767325126,0.15891414555196606,"[224, 224]",128,0,0,3706,279559,,2048.0,/mnt/seals/models/3706/,max,resnet50,5.0,SimpleRNN,1.0,True
1130,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,3,2019-01-21 13:35:56,2019-01-21 13:35:52,1234,2019-01-21 13:35:49,2019-01-21 13:15:14,17,9,2,3,0.6461587503984698,0.963812116314441,0.09019611809557922,0.9353890200369223,0.16575173521908237,"[224, 224]",512,512,256,1800,5640711,,2048.0,/mnt/seals/models/1800/,max,resnet50,3.0,LSTM,1.0,True
1244,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,1,2019-01-20 15:57:21,2019-01-20 15:57:20,267,2019-01-20 15:57:18,2019-01-20 15:52:51,8,3,1,1,0.6990755498884285,0.9585675981860471,0.10546327733107429,0.9353890196279072,0.16612215311320513,"[224, 224]",512,512,128,258,1116167,,512.0,/mnt/seals/models/258/,max,vgg16,3.0,,,True
1157,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,19,2019-01-22 13:17:08,2019-01-22 13:16:48,1976,2019-01-22 13:16:32,2019-01-22 12:43:35,14,3,7,1,0.6685805422647528,0.9651693031257086,0.08708456032058536,0.9353709844465411,0.15286417048745388,"[224, 224]",512,0,0,3448,5248519,,2048.0,/mnt/seals/models/3448/,max,resnet50,5.0,LSTM,1.0,True
1229,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,1,2019-01-21 19:35:55,2019-01-21 19:35:54,891,2019-01-21 19:35:52,2019-01-21 19:21:00,17,5,4,5,0.657634682817979,0.9606979639506991,0.09903006059958655,0.9353667414716387,0.15561440337916427,"[224, 224]",512,0,0,1916,3937287,,2048.0,/mnt/seals/models/1916/,max,resnet50,3.0,GRU,1.0,True
101,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,7,2019-01-21 23:10:17,2019-01-21 23:10:10,1561,2019-01-21 23:10:02,2019-01-21 22:44:00,12,3,5,1,0.6649665285304431,0.9672589206995583,0.08049290041572074,0.9353444629807214,0.15947620045447156,"[224, 224]",512,128,128,1873,5623303,,2048.0,/mnt/seals/models/1873/,max,resnet50,3.0,LSTM,2.0,True
3354,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,1,2019-01-20 15:59:13,2019-01-20 15:59:12,324,2019-01-20 15:59:09,2019-01-20 15:53:44,11,5,1,2,0.6745298055467006,0.9630170640072444,0.0930806792853044,0.9353444610100126,0.16941460531091065,"[224, 224]",512,128,512,264,922247,,512.0,/mnt/seals/models/264/,max,vgg16,3.0,,,True
2887,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,0,2019-01-21 15:46:57,2019-01-21 15:46:57,280,2019-01-21 15:46:56,2019-01-21 15:42:15,8,2,2,1,0.6582722346190628,0.9473896706946675,0.1290856820776951,0.935344460489448,0.16715261587409475,"[224, 224]",512,512,0,1306,791047,,512.0,/mnt/seals/models/1306/,max,vgg16,3.0,SimpleRNN,1.0,True
879,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,3,2019-01-21 21:11:29,2019-01-21 21:11:26,1008,2019-01-21 21:11:22,2019-01-21 20:54:34,15,4,7,1,0.5834130781499203,0.9392062279185096,0.15192377719642206,0.9353041029750333,0.17470592197109847,"[299, 299]",256,512,128,2452,1575175,,1536.0,/mnt/seals/models/2452/,max,inception_resnet_v2,5.0,GRU,1.0,True
957,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,11,2019-01-22 02:25:45,2019-01-22 02:25:33,1301,2019-01-22 02:25:23,2019-01-22 02:03:41,12,4,4,1,0.6515779407076825,0.9644231500333144,0.08750022352228115,0.9352999008304241,0.16238211008882195,"[224, 224]",128,512,256,2061,2215815,,2048.0,/mnt/seals/models/2061/,max,resnet50,3.0,GRU,2.0,True
2954,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,2,2019-01-21 18:05:30,2019-01-21 18:05:27,809,2019-01-21 18:05:24,2019-01-21 17:51:54,18,8,1,6,0.6662416321326108,0.953721784779337,0.11463242316691741,0.935299899789295,0.16677505660544167,"[224, 224]",256,0,0,1528,789255,,512.0,/mnt/seals/models/1528/,max,vgg16,3.0,LSTM,1.0,True
3409,image_mlp_frozen,32,3,3139,60597,6416,0.2,3.0,1,2019-01-20 13:59:17,2019-01-20 13:59:16,264,2019-01-20 13:59:14,2019-01-20 13:54:50,8,2,1,2,0.6683657215673782,0.9712032058706126,0.0705202682573939,0.935295707864357,0.16730914196171368,"[224, 224]",512,128,256,137,1149575,,2048.0,/mnt/seals/models/137/,max,resnet50,1.0,,,True
1312,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 16:27:05,2019-01-21 16:27:03,376,2019-01-21 16:27:02,2019-01-21 16:20:45,10,5,1,1,0.6241632132610775,0.947875668149584,0.12985310850391604,0.9352553469719771,0.16601319991270602,"[224, 224]",256,128,256,1482,264583,,512.0,/mnt/seals/models/1482/,max,vgg16,3.0,SimpleRNN,1.0,True
2845,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,27,2019-01-22 22:35:55,2019-01-22 22:35:28,2287,2019-01-22 22:35:06,2019-01-22 21:56:59,13,2,5,3,0.6063897763578274,0.9512172781698147,0.12714476021325485,0.9352476404919853,0.16748520883313192,"[299, 299]",128,128,0,4188,656775,,1536.0,/mnt/seals/models/4188/,max,inception_resnet_v2,10.0,GRU,1.0,True
2339,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 20:25:11,2019-01-21 20:25:08,776,2019-01-21 20:25:05,2019-01-21 20:12:09,23,2,5,13,0.625757092763787,0.9512516936919136,0.12164152504670252,0.9352330634613298,0.15925410919760588,"[224, 224]",512,0,0,1915,1314823,,2048.0,/mnt/seals/models/1915/,max,resnet50,3.0,SimpleRNN,2.0,True
3025,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,3,2019-01-21 17:39:13,2019-01-21 17:39:10,852,2019-01-21 17:39:07,2019-01-21 17:24:54,13,5,4,1,0.6608224418233981,0.9648666830339898,0.08765681571526986,0.9352330596686451,0.16499708133679364,"[224, 224]",256,512,0,1944,2495495,,2048.0,/mnt/seals/models/1944/,max,resnet50,3.0,LSTM,1.0,True
2427,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,23,2019-01-22 19:25:39,2019-01-22 19:25:16,2649,2019-01-22 19:25:02,2019-01-22 18:40:53,27,4,19,1,0.6376996805111821,0.9578186166778117,0.10407944799811533,0.9352253097860319,0.15667756368784877,"[224, 224]",512,256,256,4906,1510151,,2048.0,/mnt/seals/models/4906/,max,resnet50,10.0,SimpleRNN,1.0,True
3219,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,5,2019-01-21 22:04:16,2019-01-21 22:04:10,1342,2019-01-21 22:04:05,2019-01-21 21:41:43,16,4,6,3,0.6662416321326108,0.9653833483873212,0.0850771606617016,0.9352107873501364,0.1553840284756921,"[224, 224]",256,512,0,1949,2955015,,2048.0,/mnt/seals/models/1949/,max,resnet50,3.0,GRU,2.0,True
938,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 21:24:53,2019-01-20 21:24:52,243,2019-01-20 21:24:51,2019-01-20 21:20:48,15,8,1,3,0.6404207841887153,0.9729257369418247,0.3409137242204782,0.9352107869411214,0.9409012963306287,"[224, 224]",0,512,256,369,43015,,2048.0,/mnt/seals/models/369/,max,resnet50,3.0,,,True
2878,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 19:17:32,2019-01-21 19:17:30,1152,2019-01-21 19:17:28,2019-01-21 18:58:15,13,3,2,5,0.6923812559770481,0.9640126491583988,0.08812106202851594,0.9352107846357639,0.16405375774993944,"[224, 224]",512,512,0,1305,4201991,,512.0,/mnt/seals/models/1305/,max,vgg16,3.0,LSTM,2.0,True
2211,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,5,2019-01-21 23:12:48,2019-01-21 23:12:42,891,2019-01-21 23:12:37,2019-01-21 22:57:46,13,3,6,1,0.633726490277335,0.9629580832991618,0.09283452450012453,0.9352107824047728,0.1633212759263502,"[224, 224]",128,128,128,2128,1148551,,2048.0,/mnt/seals/models/2128/,max,resnet50,3.0,LSTM,1.0,True
1764,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,21,2019-01-22 15:04:30,2019-01-22 15:04:08,1442,2019-01-22 15:03:49,2019-01-22 14:39:47,8,1,3,1,0.6424242424242423,0.9633986111294759,0.09145528925669112,0.9351926339550709,0.1605390952097789,"[224, 224]",128,256,128,3632,1181447,,2048.0,/mnt/seals/models/3632/,max,resnet50,5.0,LSTM,1.0,True
661,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,22,2019-01-24 20:38:38,2019-01-24 20:38:16,3327,2019-01-24 20:37:56,2019-01-24 19:42:29,19,5,9,2,0.6517571884984026,0.9735189672416346,0.06881895536517767,0.9351806589758892,0.16853142548591207,"[224, 224]",256,128,512,5056,2462855,,2048.0,/mnt/seals/models/5056/,max,resnet50,10.0,LSTM,1.0,True
1259,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,1,2019-01-25 00:07:37,2019-01-25 00:07:36,1011,2019-01-25 00:07:34,2019-01-24 23:50:43,18,3,8,4,0.6396166134185304,0.9532419094102019,0.11702272568284941,0.9351806576157332,0.15976694740981526,"[224, 224]",512,0,0,4987,1314823,,2048.0,/mnt/seals/models/4987/,max,resnet50,10.0,SimpleRNN,2.0,True
2822,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,3,2019-01-21 13:32:51,2019-01-21 13:32:47,1133,2019-01-21 13:32:43,2019-01-21 13:13:49,19,4,7,5,0.6359579215811284,0.9650459833496196,0.0868201130605257,0.935166223749695,0.16175078601109855,"[224, 224]",512,256,512,1828,4200199,,2048.0,/mnt/seals/models/1828/,max,resnet50,3.0,GRU,1.0,True
2790,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,5,2019-01-21 22:11:36,2019-01-21 22:11:31,752,2019-01-21 22:11:26,2019-01-21 21:58:54,12,6,2,1,0.6518967166082243,0.9595183582760122,0.1024812910186997,0.9351439409083452,0.15456707723536345,"[224, 224]",128,128,128,2131,361735,,2048.0,/mnt/seals/models/2131/,max,resnet50,3.0,SimpleRNN,2.0,True
1049,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,7,2019-01-23 19:15:25,2019-01-23 19:15:17,3443,2019-01-23 19:15:12,2019-01-23 18:17:48,21,7,9,2,0.6325878594249201,0.9591265842494934,0.1004968416007138,0.9351359980670539,0.1718621956497179,"[299, 299]",256,512,512,3973,5183751,,1536.0,/mnt/seals/models/3973/,max,inception_resnet_v2,10.0,GRU,2.0,True
448,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,5,2019-01-21 23:15:27,2019-01-21 23:15:21,1046,2019-01-21 23:15:16,2019-01-21 22:57:50,24,5,2,14,0.6459330143540669,0.9504135320865869,0.1235002180377249,0.9351257565762666,0.1640494889608781,"[224, 224]",256,256,128,2994,296455,,512.0,/mnt/seals/models/2994/,max,vgg16,5.0,SimpleRNN,1.0,True
1201,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,12,2019-01-22 07:34:03,2019-01-22 07:33:50,1137,2019-01-22 07:33:39,2019-01-22 07:14:41,19,9,1,6,0.6258373205741627,0.9536834114560346,0.1172193360295872,0.9351257515161969,0.15732976241727895,"[224, 224]",256,0,0,3579,591879,,2048.0,/mnt/seals/models/3579/,max,resnet50,5.0,SimpleRNN,2.0,True
398,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:10:52,2019-01-20 23:10:51,576,2019-01-20 23:10:51,2019-01-20 23:01:14,25,7,11,4,0.5821371610845295,0.9503899238717131,0.1237228104606768,0.9351034602720044,0.16287934056456468,"[299, 299]",256,128,256,409,2034055,,1536.0,/mnt/seals/models/409/,max,inception_resnet_v2,5.0,,,True
1947,image_mlp_frozen,32,3,3139,60597,6416,0.2,3.0,0,2019-01-20 13:41:10,2019-01-20 13:41:09,225,2019-01-20 13:41:08,2019-01-20 13:37:22,14,4,4,3,0.672188595093979,0.9668441976226454,0.0798987588675718,0.9350953122921418,0.1957745174888958,"[224, 224]",128,0,512,108,66567,,512.0,/mnt/seals/models/108/,max,vgg16,1.0,,,True
2817,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,11,2019-01-22 05:13:40,2019-01-22 05:13:28,1207,2019-01-22 05:13:18,2019-01-22 04:53:10,20,13,3,1,0.6293460925039873,0.9557728282797604,0.11154805042132693,0.9350811653071723,0.16088859630881178,"[224, 224]",128,512,0,3610,348295,,2048.0,/mnt/seals/models/3610/,max,resnet50,5.0,SimpleRNN,1.0,True
3427,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,22,2019-01-22 10:24:07,2019-01-22 10:23:45,3369,2019-01-22 10:23:26,2019-01-22 09:27:16,21,4,6,8,0.5996810207336523,0.9574207532041186,0.10464926944726771,0.9350811638933294,0.1581648365314236,"[299, 299]",256,128,256,2505,2199047,,1536.0,/mnt/seals/models/2505/,max,inception_resnet_v2,5.0,LSTM,2.0,True
2942,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,23,2019-01-22 17:38:22,2019-01-22 17:37:59,2305,2019-01-22 17:37:42,2019-01-22 16:59:16,14,2,3,6,0.5878594249201278,0.950268823724821,0.1267372883093833,0.9350466833855443,0.17417778198413084,"[299, 299]",256,256,0,4028,1444615,,1536.0,/mnt/seals/models/4028/,max,inception_resnet_v2,10.0,GRU,1.0,True
292,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,13,2019-01-22 07:28:37,2019-01-22 07:28:24,1469,2019-01-22 07:28:11,2019-01-22 07:03:41,16,7,5,1,0.6673046251993621,0.9636134547905058,0.09006861689900827,0.9350365828932001,0.16853241274568173,"[224, 224]",256,256,128,2992,887047,,512.0,/mnt/seals/models/2992/,max,vgg16,5.0,LSTM,1.0,True
1652,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,12,2019-01-22 05:30:32,2019-01-22 05:30:19,1055,2019-01-22 05:30:09,2019-01-22 05:12:33,11,2,3,3,0.6947368421052631,0.960190115898326,0.09780761298668217,0.9350365791725607,0.17002434528126997,"[224, 224]",128,256,256,3116,346759,,512.0,/mnt/seals/models/3116/,max,vgg16,5.0,GRU,1.0,True
2221,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,33,2019-01-23 08:35:44,2019-01-23 08:35:10,2222,2019-01-23 08:34:44,2019-01-23 07:57:42,10,2,4,1,0.6738019169329074,0.9703188194684074,0.07677560404573905,0.9350020342523062,0.1623324515899482,"[224, 224]",256,256,128,5044,1869831,,2048.0,/mnt/seals/models/5044/,max,resnet50,10.0,GRU,1.0,True
2745,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 12:00:50,2019-01-21 12:00:49,342,2019-01-21 12:00:47,2019-01-21 11:55:04,9,1,2,3,0.6452024226968441,0.9493077071638755,0.12456131676068333,0.9349657098948025,0.16249049362434273,"[224, 224]",128,512,512,1538,414343,,512.0,/mnt/seals/models/1538/,max,vgg16,3.0,SimpleRNN,1.0,True
1226,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 19:38:41,2019-01-21 19:38:39,969,2019-01-21 19:38:36,2019-01-21 19:22:27,13,5,4,1,0.6518967166082243,0.9623093001582987,0.09394022693653208,0.9349657077381779,0.15579871465210907,"[224, 224]",512,128,0,1880,5311495,,2048.0,/mnt/seals/models/1880/,max,resnet50,3.0,LSTM,1.0,True
1354,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,9,2019-01-22 02:43:04,2019-01-22 02:42:55,777,2019-01-22 02:42:47,2019-01-22 02:29:49,10,3,1,3,0.615311004784689,0.9511572237017449,0.12060547817659933,0.9349251104502493,0.1630198892750097,"[224, 224]",256,256,256,3498,723463,,2048.0,/mnt/seals/models/3498/,max,resnet50,5.0,SimpleRNN,1.0,True
1558,image_mlp_frozen,32,3,3139,60597,6416,0.2,3.0,0,2019-01-20 13:27:52,2019-01-20 13:27:52,285,2019-01-20 13:27:51,2019-01-20 13:23:06,14,2,4,5,0.6553042370181587,0.9717430722411105,0.06792770854866015,0.9349171883447509,0.1915887152762187,"[224, 224]",512,128,128,74,345735,,512.0,/mnt/seals/models/74/,max,vgg16,1.0,,,True
1988,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,23,2019-01-22 20:04:22,2019-01-22 20:03:59,1785,2019-01-22 20:03:43,2019-01-22 19:33:58,16,5,7,1,0.6249201277955272,0.9525157857918992,0.11791345966849197,0.9349127116707124,0.16601086983404223,"[224, 224]",256,128,0,5082,623879,,2048.0,/mnt/seals/models/5082/,max,resnet50,10.0,SimpleRNN,1.0,True
955,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,8,2019-01-22 02:23:32,2019-01-22 02:23:23,1538,2019-01-22 02:23:15,2019-01-22 01:57:36,21,5,6,7,0.6931419457735247,0.9644988002113803,0.08655651102377869,0.9348582318064277,0.16112125975622815,"[224, 224]",256,512,256,2952,1052167,,512.0,/mnt/seals/models/2952/,max,vgg16,5.0,LSTM,1.0,True
653,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,3,2019-01-21 21:16:32,2019-01-21 21:16:29,727,2019-01-21 21:16:25,2019-01-21 21:04:18,19,5,8,3,0.6433811802232855,0.9519457708810329,0.12012893405010416,0.9348582271928346,0.16581334862927818,"[224, 224]",128,512,0,3098,151687,,512.0,/mnt/seals/models/3098/,max,vgg16,5.0,SimpleRNN,1.0,True
2151,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,0,2019-01-21 18:46:49,2019-01-21 18:46:48,1051,2019-01-21 18:46:47,2019-01-21 18:29:16,21,7,3,8,0.6461587503984698,0.9649162253106932,0.08746571379366566,0.9348543124948526,0.1619702490744967,"[224, 224]",512,512,0,1820,4199943,,2048.0,/mnt/seals/models/1820/,max,resnet50,3.0,GRU,1.0,True
154,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,1,2019-01-21 16:23:42,2019-01-21 16:23:40,887,2019-01-21 16:23:39,2019-01-21 16:08:51,20,3,9,5,0.6522154925087663,0.9589191187623648,0.10118508454341903,0.9348543090739997,0.16013265969562887,"[224, 224]",512,128,256,1356,1674887,,512.0,/mnt/seals/models/1356/,max,vgg16,3.0,GRU,1.0,True
1923,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,0,2019-01-21 15:52:44,2019-01-21 15:52:43,485,2019-01-21 15:52:42,2019-01-21 15:44:37,9,2,3,1,0.677080012751036,0.9551726972712472,0.1089134149688569,0.9348543052813149,0.1671381149434032,"[224, 224]",512,128,0,1372,1640967,,512.0,/mnt/seals/models/1372/,max,vgg16,3.0,GRU,1.0,True
512,image_mlp_frozen,32,3,3139,60597,6416,0.2,3.0,0,2019-01-20 13:37:04,2019-01-20 13:37:04,316,2019-01-20 13:37:03,2019-01-20 13:31:46,16,6,6,1,0.6725071678878624,0.9713281539591405,0.0698849976262942,0.9348503911584393,0.1972453275003338,"[224, 224]",128,512,256,97,264839,,512.0,/mnt/seals/models/97/,max,vgg16,1.0,,,True
149,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,6,2019-01-25 06:37:13,2019-01-25 06:37:07,1206,2019-01-25 06:37:02,2019-01-25 06:16:55,11,5,2,1,0.670926517571885,0.9689186081890002,0.07969356467456253,0.9348457263536325,0.15178805551013935,"[224, 224]",128,0,0,5244,836871,,2048.0,/mnt/seals/models/5244/,max,resnet50,10.0,GRU,1.0,True
713,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,0,2019-01-21 18:28:58,2019-01-21 18:28:58,863,2019-01-21 18:28:57,2019-01-21 18:14:33,15,4,4,4,0.6318138348740836,0.9606743698468336,0.09818670808350563,0.9348320238157428,0.1680527762628985,"[224, 224]",512,512,512,1796,4462599,,2048.0,/mnt/seals/models/1796/,max,resnet50,3.0,GRU,1.0,True
2913,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,17,2019-01-22 11:22:21,2019-01-22 11:22:03,1675,2019-01-22 11:21:48,2019-01-22 10:53:53,16,5,3,5,0.6491228070175439,0.9547056919134481,0.11192190705107997,0.934791354204385,0.146672935521558,"[224, 224]",128,256,256,3624,1215239,,2048.0,/mnt/seals/models/3624/,max,resnet50,5.0,LSTM,1.0,True
736,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-21 00:03:27,2019-01-21 00:03:25,475,2019-01-21 00:03:24,2019-01-20 23:55:29,22,2,13,4,0.7207667731629392,0.9595050198638788,0.10458840380921545,0.9347564164978819,0.26063946531354804,"[224, 224]",128,512,128,674,788103,,512.0,/mnt/seals/models/674/,max,vgg16,10.0,,,True
1990,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,8,2019-01-22 01:49:49,2019-01-22 01:49:40,958,2019-01-22 01:49:33,2019-01-22 01:33:35,19,5,8,3,0.6462519936204147,0.9510320939103807,0.12154814692874702,0.9347467643491337,0.16809278326609012,"[224, 224]",128,256,0,3130,116871,,512.0,/mnt/seals/models/3130/,max,vgg16,5.0,SimpleRNN,1.0,True
1517,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,15,2019-01-22 05:04:30,2019-01-22 05:04:15,1807,2019-01-22 05:04:00,2019-01-22 04:33:53,11,5,2,1,0.6095693779904306,0.9493700044621525,0.12336883717796425,0.934746761447035,0.16302491767278474,"[299, 299]",512,256,512,2341,4397319,,1536.0,/mnt/seals/models/2341/,max,inception_resnet_v2,5.0,GRU,2.0,True
